Nominal mass	Compositions	Charges
448	H32C25N6O2,H32C24CxN6O2,H32C25N6OOx,H32C23Cx2N6O2,H32C22Cx3N6O2	-1,1
448	H36C23N4O5,H36C22CxN4O5,H36C23N4O4Ox,H36C21Cx2N4O5,H36C20Cx3N4O5	-1,1
448	H38C19N5O7,H38C18CxN5O7,H38C19N5O6Ox,H38C17Cx2N5O7,H38C16Cx3N5O7	1
448	H40C26O6,H40C25CxO6,H40C26O5Ox,H40C24Cx2O6,H40C23Cx3O6	-1,1
448	H44C27O5,H44C26CxO5,H44C27O4Ox,H44C25Cx2O5,H44C24Cx3O5	-1,1
448	H40C28N4O,H40C27CxN4O,H40C26Cx2N4O,H40C25Cx3N4O	-1,1
449	H16C22N5O2SCl,H16C21CxN5O2SCl,H16C22N5O2SxCl,H16C22N5O2SClx,H16C22N5OOxSCl,H16C20Cx2N5O2SCl,H16C19Cx3N5O2SCl	-1
449	H20C23N5O3Cl,H20C22CxN5O3Cl,H20C23N5O3Clx,H20C23N5O2OxCl,H20C21Cx2N5O3Cl,H20C20Cx3N5O3Cl	-1
449	H21C24N5O2F2,H21C23CxN5O2F2,H21C24N5OOxF2,H21C22Cx2N5O2F2,H21C21Cx3N5O2F2	-1
449	H27C20N5O5S,H27C19CxN5O5S,H27C20N5O5Sx,H27C20N5O4OxS,H27C18Cx2N5O5S,H27C17Cx3N5O5S	-1,1
449	H24C25N3O4F,H24C24CxN3O4F,H24C25N3O3OxF,H24C23Cx2N3O4F,H24C22Cx3N3O4F	1
449	H27C25N3O3S,H27C24CxN3O3S,H27C25N3O3Sx,H27C25N3O2OxS,H27C23Cx2N3O3S,H27C22Cx3N3O3S	-1
449	H27C26NO6,H27C25CxNO6,H27C26NO5Ox,H27C24Cx2NO6,H27C23Cx3NO6	-1
449	H31C22N3O5S,H31C21CxN3O5S,H31C22N3O5Sx,H31C22N3O4OxS,H31C20Cx2N3O5S,H31C19Cx3N3O5S	-1,1
449	H27C24N5O4,H27C23CxN5O4,H27C24N5O3Ox,H27C22Cx2N5O4,H27C21Cx3N5O4	-1,1
449	H27C29N3O2,H27C28CxN3O2,H27C29N3OOx,H27C27Cx2N3O2,H27C26Cx3N3O2	-1,1
449	H28C26N3O3F,H28C25CxN3O3F,H28C26N3O2OxF,H28C24Cx2N3O3F,H28C23Cx3N3O3F	1
449	H31C25N5O3,H31C24CxN5O3,H31C25N5O2Ox,H31C23Cx2N5O3,H31C22Cx3N5O3	-1,1
449	H32C27N3O2F,H32C26CxN3O2F,H32C27N3OOxF,H32C25Cx2N3O2F,H32C24Cx3N3O2F	-1
449	H35C23N3O6,H35C22CxN3O6,H35C23N3O5Ox,H35C21Cx2N3O6,H35C20Cx3N3O6	-1,1
449	H35C27N3O3,H35C26CxN3O3,H35C27N3O2Ox,H35C25Cx2N3O3,H35C24Cx3N3O3	-1,1
449	H39C25NO6,H39C24CxNO6,H39C25NO5Ox,H39C23Cx2NO6,H39C22Cx3NO6	1
449	H39C23N5O4,H39C22CxN5O4,H39C23N5O3Ox,H39C21Cx2N5O4,H39C20Cx3N5O4	1
449	H39C28N3O2,H39C27CxN3O2,H39C28N3OOx,H39C26Cx2N3O2,H39C25Cx3N3O2	1
449	H43C26NO5,H43C25CxNO5,H43C26NO4Ox,H43C24Cx2NO5,H43C23Cx3NO5	-1,1
450	H22C16N2O13,H22C15CxN2O13,H22C16N2O12Ox,H22C14Cx2N2O13,H22C13Cx3N2O13	-1
450	H22C21O11,H22C20CxO11,H22C21O10Ox,H22C19Cx2O11,H22C18Cx3O11	-1
450	H22C23N4O2S2,H22C22CxN4O2S2,H22C23N4O2SSx,H22C23N4OOxS2,H22C21Cx2N4O2S2,H22C20Cx3N4O2S2	-1
450	H18C27N2O5,H18C26CxN2O5,H18C27N2O4Ox,H18C25Cx2N2O5,H18C24Cx3N2O5	-1
450	H22C25O8,H22C24CxO8,H22C25O7Ox,H22C23Cx2O8,H22C22Cx3O8	-1
450	H26C21N2O7S,H26C20CxN2O7S,H26C21N2O7Sx,H26C21N2O6OxS,H26C19Cx2N2O7S,H26C18Cx3N2O7S	-1
450	H22C22N6O3S,H22C21CxN6O3S,H22C22N6O3Sx,H22C22N6O2OxS,H22C20Cx2N6O3S,H22C19Cx3N6O3S	-1,1
450	H23C23N6O2Cl,H23C22CxN6O2Cl,H23C23N6O2Clx,H23C23N6OOxCl,H23C21Cx2N6O2Cl,H23C20Cx3N6O2Cl	-1,1
450	H30C15O15,H30C14CxO15,H30C15O14Ox,H30C13Cx2O15,H30C12Cx3O15	-1,1
450	H26C24N4O3S,H26C23CxN4O3S,H26C24N4O3Sx,H26C24N4O2OxS,H26C22Cx2N4O3S,H26C21Cx3N4O3S	-1
450	H28C20N8Cl2,H28C19CxN8Cl2,H28C20N8ClClx,H28C18Cx2N8Cl2,H28C17Cx3N8Cl2	-1
450	H26C24N4O5,H26C23CxN4O5,H26C24N4O4Ox,H26C22Cx2N4O5,H26C21Cx3N4O5	-1
450	H31C16N6O7P,H31C15CxN6O7P,H31C16N6O6OxP,H31C14Cx2N6O7P,H31C13Cx3N6O7P	-1,1
450	H27C25N4O3F,H27C24CxN4O3F,H27C25N4O2OxF,H27C23Cx2N4O3F,H27C22Cx3N4O3F	1
450	H30C25N4O2S,H30C24CxN4O2S,H30C25N4O2Sx,H30C25N4OOxS,H30C23Cx2N4O2S,H30C22Cx3N4O2S	-1,1
450	H42C6O21,H42C5CxO21,H42C6O20Ox,H42C4Cx2O21,H42C3Cx3O21	-1,1
450	H34C24O8,H34C23CxO8,H34C24O7Ox,H34C22Cx2O8,H34C21Cx3O8	-1,1
450	H30C25N4O4,H30C24CxN4O4,H30C25N4O3Ox,H30C23Cx2N4O4,H30C22Cx3N4O4	-1
450	H35C24N2O4Cl,H35C23CxN2O4Cl,H35C24N2O4Clx,H35C24N2O3OxCl,H35C22Cx2N2O4Cl,H35C21Cx3N2O4Cl	-1,1
450	H30C24N6O3,H30C23CxN6O3,H30C24N6O2Ox,H30C22Cx2N6O3,H30C21Cx3N6O3	-1,1
450	H38C24N2O4S,H38C23CxN2O4S,H38C24N2O4Sx,H38C24N2O3OxS,H38C22Cx2N2O4S,H38C21Cx3N2O4S	-1,1
450	H38C25O7,H38C24CxO7,H38C25O6Ox,H38C23Cx2O7,H38C22Cx3O7	-1,1
450	H41C21NO7P,H41C20CxNO7P,H41C21NO6OxP,H41C19Cx2NO7P,H41C18Cx3NO7P	-1,1
450	H34C26N4O3,H34C25CxN4O3,H34C26N4O2Ox,H34C24Cx2N4O3,H34C23Cx3N4O3	-1,1
450	H38C22N6O4,H38C21CxN6O4,H38C22N6O3Ox,H38C20Cx2N6O4,H38C19Cx3N6O4	-1,1
450	H46C27O5,H46C26CxO5,H46C27O4Ox,H46C25Cx2O5,H46C24Cx3O5	-1,1
450	H50C28O4,H50C27CxO4,H50C28O3Ox,H50C26Cx2O4,H50C25Cx3O4	-1
451	H29C21N3O4S2,H29C20CxN3O4S2,H29C21N3O4SSx,H29C21N3O3OxS2,H29C19Cx2N3O4S2,H29C18Cx3N3O4S2	-1
451	H25C23N5O5,H25C22CxN5O5,H25C23N5O4Ox,H25C21Cx2N5O5,H25C20Cx3N5O5	-1
451	H25C28N3O3,H25C27CxN3O3,H25C28N3O2Ox,H25C26Cx2N3O3,H25C25Cx3N3O3	1
451	H28C23N3OF3S,H28C22CxN3OF3S,H28C23N3OF3Sx,H28C21Cx2N3OF3S,H28C20Cx3N3OF3S	1
451	H33C23NO6S,H33C22CxNO6S,H33C23NO6Sx,H33C23NO5OxS,H33C21Cx2NO6S,H33C20Cx3NO6S	-1
451	H29C24N5O2S,H29C23CxN5O2S,H29C24N5O2Sx,H29C24N5OOxS,H29C22Cx2N5O2S,H29C21Cx3N5O2S	1
451	H29C25N3O5,H29C24CxN3O5,H29C25N3O4Ox,H29C23Cx2N3O5,H29C22Cx3N3O5	1
451	H33C22N3O5S,H33C21CxN3O5S,H33C22N3O5Sx,H33C22N3O4OxS,H33C20Cx2N3O5S,H33C19Cx3N3O5S	-1
451	H30C26N3O3F,H30C25CxN3O3F,H30C26N3O2OxF,H30C24Cx2N3O3F,H30C23Cx3N3O3F	1
451	H37C18N5O8,H37C17CxN5O8,H37C18N5O7Ox,H37C16Cx2N5O8,H37C15Cx3N5O8	-1
451	H41C25NO6,H41C24CxNO6,H41C25NO5Ox,H41C23Cx2NO6,H41C22Cx3NO6	-1,1
451	H49C27NO4,H49C26CxNO4,H49C27NO3Ox,H49C25Cx2NO4,H49C24Cx3NO4	1
452	C3O9K7-H	1
452	HF11Sb2	-1
452	H4C12N4O2F6SCl2,H4C11CxN4O2F6SCl2,H4C12N4O2F6SxCl2,H4C12N4O2F6SClClx,H4C12N4OOxF6SCl2,H4C10Cx2N4O2F6SCl2,H4C9Cx3N4O2F6SCl2	-1
452	H17C21N6O3FS,H17C20CxN6O3FS,H17C21N6O3FSx,H17C21N6O2OxFS,H17C19Cx2N6O3FS,H17C18Cx3N6O3FS	1
452	H22C19N6O3Cl2,H22C18CxN6O3Cl2,H22C19N6O3ClClx,H22C19N6O2OxCl2,H22C17Cx2N6O3Cl2,H22C16Cx3N6O3Cl2	-1
452	H18C24N2O5F2,H18C23CxN2O5F2,H18C24N2O4OxF2,H18C22Cx2N2O5F2,H18C21Cx3N2O5F2	-1
452	H20C21N6O4S,H20C20CxN6O4S,H20C21N6O4Sx,H20C21N6O3OxS,H20C19Cx2N6O4S,H20C18Cx3N6O4S	-1
452	H20C26N4O2S,H20C25CxN4O2S,H20C26N4O2Sx,H20C26N4OOxS,H20C24Cx2N4O2S,H20C23Cx3N4O2S	-1,1
452	H24C21O11,H24C20CxO11,H24C21O10Ox,H24C19Cx2O11,H24C18Cx3O11	-1
452	H28C16N4O7S2,H28C15CxN4O7S2,H28C16N4O7SSx,H28C16N4O6OxS2,H28C14Cx2N4O7S2,H28C13Cx3N4O7S2	-1
452	H28C21N2O5S2,H28C20CxN2O5S2,H28C21N2O5SSx,H28C21N2O4OxS2,H28C19Cx2N2O5S2,H28C18Cx3N2O5S2	-1,1
452	H24C25O8,H24C24CxO8,H24C25O7Ox,H24C23Cx2O8,H24C22Cx3O8	-1
452	H25C28N2PS,H25C27CxN2PS,H25C28N2PSx,H25C26Cx2N2PS,H25C25Cx3N2PS	-1
452	H24C23N4O4S,H24C22CxN4O4S,H24C23N4O4Sx,H24C23N4O3OxS,H24C21Cx2N4O4S,H24C20Cx3N4O4S	-1
452	H32C19O8S2,H32C18CxO8S2,H32C19O8SSx,H32C19O7OxS2,H32C17Cx2O8S2,H32C16Cx3O8S2	-1,1
452	H24C24N2O7,H24C23CxN2O7,H24C24N2O6Ox,H24C22Cx2N2O7,H24C21Cx3N2O7	1
452	H20C25N6O3,H20C24CxN6O3,H20C25N6O2Ox,H20C23Cx2N6O3,H20C22Cx3N6O3	1
452	H28C17N2O12,H28C16CxN2O12,H28C17N2O11Ox,H28C15Cx2N2O12,H28C14Cx3N2O12	-1,1
452	H24C18N6O8,H24C17CxN6O8,H24C18N6O7Ox,H24C16Cx2N6O8,H24C15Cx3N6O8	1
452	H28C20N4O6S,H28C19CxN4O6S,H28C20N4O6Sx,H28C20N4O5OxS,H28C18Cx2N4O6S,H28C17Cx3N4O6S	-1,1
452	H32C15O15,H32C14CxO15,H32C15O14Ox,H32C13Cx2O15,H32C12Cx3O15	-1,1
452	H28C25N2O4S,H28C24CxN2O4S,H28C25N2O4Sx,H28C25N2O3OxS,H28C23Cx2N2O4S,H28C22Cx3N2O4S	-1,1
452	H24C27N4O3,H24C26CxN4O3,H24C27N4O2Ox,H24C25Cx2N4O3,H24C24Cx3N4O3	-1
452	H28C24N4O3S,H28C23CxN4O3S,H28C24N4O3Sx,H28C24N4O2OxS,H28C22Cx2N4O3S,H28C21Cx3N4O3S	-1,1
452	H28C23N6O2S,H28C22CxN6O2S,H28C23N6O2Sx,H28C23N6OOxS,H28C21Cx2N6O2S,H28C20Cx3N6O2S	-1
452	H34C24N2O2Cl2,H34C23CxN2O2Cl2,H34C24N2O2ClClx,H34C24N2OOxCl2,H34C22Cx2N2O2Cl2,H34C21Cx3N2O2Cl2	-1,1
452	H30C24O6F2,H30C23CxO6F2,H30C24O5OxF2,H30C22Cx2O6F2,H30C21Cx3O6F2	-1,1
452	H28C29N2O3,H28C28CxN2O3,H28C29N2O2Ox,H28C27Cx2N2O3,H28C26Cx3N2O3	1
452	H28C23N6O4,H28C22CxN6O4,H28C23N6O3Ox,H28C21Cx2N6O4,H28C20Cx3N6O4	-1,1
452	H32C20N6O4S,H32C19CxN6O4S,H32C20N6O4Sx,H32C20N6O3OxS,H32C18Cx2N6O4S,H32C17Cx3N6O4S	1
452	H28C28N4O2,H28C27CxN4O2,H28C28N4OOx,H28C26Cx2N4O2,H28C25Cx3N4O2	1
452	H29C25N4O3F,H29C24CxN4O3F,H29C25N4O2OxF,H29C23Cx2N4O3F,H29C22Cx3N4O3F	1
452	H32C26N2O5,H32C25CxN2O5,H32C26N2O4Ox,H32C24Cx2N2O5,H32C23Cx3N2O5	1
452	H34C25O5F2,H34C24CxO5F2,H34C25O4OxF2,H34C23Cx2O5F2,H34C22Cx3O5F2	-1,1
452	H36C24O8,H36C23CxO8,H36C24O7Ox,H36C22Cx2O8,H36C21Cx3O8	-1,1
452	H41C21O8P,H41C20CxO8P,H41C21O7OxP,H41C19Cx2O8P,H41C18Cx3O8P	-1,1
452	H36C21N6O5,H36C20CxN6O5,H36C21N6O4Ox,H36C19Cx2N6O5,H36C18Cx3N6O5	-1,1
452	H43C21NO7P,H43C20CxNO7P,H43C21NO6OxP,H43C19Cx2NO7P,H43C18Cx3NO7P	-1,1
452	H40C22N6O4,H40C21CxN6O4,H40C22N6O3Ox,H40C20Cx2N6O4,H40C19Cx3N6O4	-1,1
452	H44C30O3,H44C29CxO3,H44C30O2Ox,H44C28Cx2O3,H44C27Cx3O3	1
452	H44C24N4O4,H44C23CxN4O4,H44C24N4O3Ox,H44C22Cx2N4O4,H44C21Cx3N4O4	1
452	H48C27O5,H48C26CxO5,H48C27O4Ox,H48C25Cx2O5,H48C24Cx3O5	-1,1
453	H23C18N5O9,H23C17CxN5O9,H23C18N5O8Ox,H23C16Cx2N5O9,H23C15Cx3N5O9	-1,1
453	H23C22N5O6,H23C21CxN5O6,H23C22N5O5Ox,H23C20Cx2N5O6,H23C19Cx3N5O6	-1,1
453	H28C25N3O3Cl,H28C24CxN3O3Cl,H28C25N3O3Clx,H28C25N3O2OxCl,H28C23Cx2N3O3Cl,H28C22Cx3N3O3Cl	-1,1
453	H31C22NO7S,H31C21CxNO7S,H31C22NO7Sx,H31C22NO6OxS,H31C20Cx2NO7S,H31C19Cx3NO7S	-1,1
453	H27C23N5O3S,H27C22CxN5O3S,H27C23N5O3Sx,H27C23N5O2OxS,H27C21Cx2N5O3S,H27C20Cx3N5O3S	-1,1
453	H27C23N5O5,H27C22CxN5O5,H27C23N5O4Ox,H27C21Cx2N5O5,H27C20Cx3N5O5	-1
453	H27C28N3O3,H27C27CxN3O3,H27C28N3O2Ox,H27C26Cx2N3O3,H27C25Cx3N3O3	1
453	H28C25N3O4F,H28C24CxN3O4F,H28C25N3O3OxF,H28C23Cx2N3O4F,H28C22Cx3N3O4F	-1,1
453	H35C22N3O5S,H35C21CxN3O5S,H35C22N3O5Sx,H35C22N3O4OxS,H35C20Cx2N3O5S,H35C19Cx3N3O5S	1
453	H31C24N5O4,H31C23CxN5O4,H31C24N5O3Ox,H31C22Cx2N5O4,H31C21Cx3N5O4	-1,1
453	H39C24NO5S,H39C23CxNO5S,H39C24NO5Sx,H39C24NO4OxS,H39C22Cx2NO5S,H39C21Cx3NO5S	1
453	H35C21N5O6,H35C20CxN5O6,H35C21N5O5Ox,H35C19Cx2N5O6,H35C18Cx3N5O6	1
453	H39C24NO7,H39C23CxNO7,H39C24NO6Ox,H39C22Cx2NO7,H39C21Cx3NO7	1
453	H44C21NO7P,H44C20CxNO7P,H44C21NO6OxP,H44C19Cx2NO7P,H44C18Cx3NO7P	-1,1
453	H43C25NO6,H43C24CxNO6,H43C25NO5Ox,H43C23Cx2NO6,H43C22Cx3NO6	1
453	H45C26O6,H45C25CxO6,H45C26O5Ox,H45C24Cx2O6,H45C23Cx3O6	1
453	H51C27NO4,H51C26CxNO4,H51C27NO3Ox,H51C25Cx2NO4,H51C24Cx3NO4	1
453	H55C28NO3,H55C27CxNO3,H55C26Cx2NO3,H55C25Cx3NO3	-1,1
454	H19C19N4O8Na,H19C18CxN4O8Na,H19C19N4O7OxNa,H19C17Cx2N4O8Na,H19C16Cx3N4O8Na	-1
454	H23C24N2O3SCl,H23C23CxN2O3SCl,H23C24N2O3SxCl,H23C24N2O3SClx,H23C24N2O2OxSCl,H23C22Cx2N2O3SCl,H23C21Cx3N2O3SCl	-1
454	H26C24N2O3S2,H26C23CxN2O3S2,H26C24N2O3SSx,H26C24N2O2OxS2,H26C22Cx2N2O3S2,H26C21Cx3N2O3S2	-1
454	H26C20N2O8S,H26C19CxN2O8S,H26C20N2O8Sx,H26C20N2O7OxS,H26C18Cx2N2O8S,H26C17Cx3N2O8S	-1
454	H22C28O6,H22C27CxO6,H22C28O5Ox,H22C26Cx2O6,H22C25Cx3O6	-1
454	H28C17NO13,H28C16CxNO13,H28C17NO12Ox,H28C15Cx2NO13,H28C14Cx3NO13	-1
454	H28C26N2OCl2,H28C25CxN2OCl2,H28C26N2OClClx,H28C24Cx2N2OCl2,H28C23Cx3N2OCl2	-1,1
454	H26C24N2O7,H26C23CxN2O7,H26C24N2O6Ox,H26C22Cx2N2O7,H26C21Cx3N2O7	-1
454	H22C25N6O3,H22C24CxN6O3,H22C25N6O2Ox,H22C23Cx2N6O3,H22C22Cx3N6O3	1
454	H26C18N6O8,H26C17CxN6O8,H26C18N6O7Ox,H26C16Cx2N6O8,H26C15Cx3N6O8	-1,1
454	H30C25N2O4S,H30C24CxN2O4S,H30C25N2O4Sx,H30C25N2O3OxS,H30C23Cx2N2O4S,H30C22Cx3N2O4S	-1
454	H30C26O7,H30C25CxO7,H30C26O6Ox,H30C24Cx2O7,H30C23Cx3O7	1
454	H30C25N2O6,H30C24CxN2O6,H30C25N2O5Ox,H30C23Cx2N2O6,H30C22Cx3N2O6	-1,1
454	H34C23O9,H34C22CxO9,H34C23O8Ox,H34C21Cx2O9,H34C20Cx3O9	-1,1
454	H30C24N4O5,H30C23CxN4O5,H30C24N4O4Ox,H30C22Cx2N4O5,H30C21Cx3N4O5	-1,1
454	H40C20O7P2,H40C19CxO7P2,H40C20O6OxP2,H40C18Cx2O7P2,H40C17Cx3O7P2	1
454	H34C22N2O8,H34C21CxN2O8,H34C22N2O7Ox,H34C20Cx2N2O8,H34C19Cx3N2O8	-1,1
454	H34C25N4O2S,H34C24CxN4O2S,H34C25N4O2Sx,H34C25N4OOxS,H34C23Cx2N4O2S,H34C22Cx3N4O2S	-1,1
454	H38C20O11,H38C19CxO11,H38C20O10Ox,H38C18Cx2O11,H38C17Cx3O11	-1,1
454	H31C30N2OF,H31C29CxN2OF,H31C28Cx2N2OF,H31C27Cx3N2OF	-1,1
454	H38C24O8,H38C23CxO8,H38C24O7Ox,H38C22Cx2O8,H38C21Cx3O8	-1,1
454	H34C25N4O4,H34C24CxN4O4,H34C25N4O3Ox,H34C23Cx2N4O4,H34C22Cx3N4O4	-1,1
454	H38C28O5,H38C27CxO5,H38C28O4Ox,H38C26Cx2O5,H38C25Cx3O5	-1
454	H43C20N2O7P,H43C19CxN2O7P,H43C20N2O6OxP,H43C18Cx2N2O7P,H43C17Cx3N2O7P	1
454	H42C25O7,H42C24CxO7,H42C25O6Ox,H42C23Cx2O7,H42C22Cx3O7	-1,1
454	H38C26N4O3,H38C25CxN4O3,H38C26N4O2Ox,H38C24Cx2N4O3,H38C23Cx3N4O3	-1,1
454	H42C29O4,H42C28CxO4,H42C29O3Ox,H42C27Cx2O4,H42C26Cx3O4	1
454	H46C30O3,H46C29CxO3,H46C30O2Ox,H46C28Cx2O3,H46C27Cx3O3	1
454	H54C28O4,H54C27CxO4,H54C28O3Ox,H54C26Cx2O4,H54C25Cx3O4	-1,1
455	H22C22N5O2SCl,H22C21CxN5O2SCl,H22C22N5O2SxCl,H22C22N5O2SClx,H22C22N5OOxSCl,H22C20Cx2N5O2SCl,H22C19Cx3N5O2SCl	-1,1
455	H25C19N3O6S2,H25C18CxN3O6S2,H25C19N3O6SSx,H25C19N3O5OxS2,H25C17Cx2N3O6S2,H25C16Cx3N3O6S2	-1,1
455	H25C22N3F3SCl,H25C21CxN3F3SCl,H25C22N3F3SxCl,H25C22N3F3SClx,H25C20Cx2N3F3SCl,H25C19Cx3N3F3SCl	-1
455	H21C20N7O6,H21C19CxN7O6,H21C20N7O5Ox,H21C18Cx2N7O6,H21C17Cx3N7O6	-1
455	H29C24N3O4S,H29C23CxN3O4S,H29C24N3O4Sx,H29C24N3O3OxS,H29C22Cx2N3O4S,H29C21Cx3N3O4S	-1
455	H33C21N3O4S2,H33C20CxN3O4S2,H33C21N3O4SSx,H33C21N3O3OxS2,H33C19Cx2N3O4S2,H33C18Cx3N3O4S2	-1
455	H29C24N3O6,H29C23CxN3O6,H29C24N3O5Ox,H29C22Cx2N3O6,H29C21Cx3N3O6	1
455	H29C23N5O5,H29C22CxN5O5,H29C23N5O4Ox,H29C21Cx2N5O5,H29C20Cx3N5O5	1
455	H29C28N3O3,H29C27CxN3O3,H29C28N3O2Ox,H29C26Cx2N3O3,H29C25Cx3N3O3	1
455	H30C25N3O4F,H30C24CxN3O4F,H30C25N3O3OxF,H30C23Cx2N3O4F,H30C22Cx3N3O4F	-1,1
455	H33C25N3O3S,H33C24CxN3O3S,H33C25N3O3Sx,H33C25N3O2OxS,H33C23Cx2N3O3S,H33C22Cx3N3O3S	1
455	H29C27N5O2,H29C26CxN5O2,H29C27N5OOx,H29C25Cx2N5O2,H29C24Cx3N5O2	-1
455	H37C23NO6S,H37C22CxNO6S,H37C23NO6Sx,H37C23NO5OxS,H37C21Cx2NO6S,H37C20Cx3NO6S	1
455	H30C29N3OF,H30C28CxN3OF,H30C27Cx2N3OF,H30C26Cx3N3OF	1
455	H37C22N3O5S,H37C21CxN3O5S,H37C22N3O5Sx,H37C22N3O4OxS,H37C20Cx2N3O5S,H37C19Cx3N3O5S	1
455	H33C30NO3,H33C29CxNO3,H33C30NO2Ox,H33C28Cx2NO3,H33C27Cx3NO3	-1,1
455	H45C25NO6,H45C24CxNO6,H45C25NO5Ox,H45C23Cx2NO6,H45C22Cx3NO6	-1,1
455	H41C31N3,H41C30CxN3,H41C29Cx2N3,H41C28Cx3N3	1
455	H53C27NO4,H53C26CxNO4,H53C27NO3Ox,H53C25Cx2NO4,H53C24Cx3NO4	1
456	H21C17N4O9P,H21C16CxN4O9P,H21C17N4O8OxP,H21C15Cx2N4O9P,H21C14Cx3N4O9P	-1
456	H24C20O10S,H24C19CxO10S,H24C20O10Sx,H24C20O9OxS,H24C18Cx2O10S,H24C17Cx3O10S	-1
456	H25C19N4O5SCl,H25C18CxN4O5SCl,H25C19N4O5SxCl,H25C19N4O5SClx,H25C19N4O4OxSCl,H25C17Cx2N4O5SCl,H25C16Cx3N4O5SCl	-1
456	H20C25N4O3S,H20C24CxN4O3S,H20C25N4O3Sx,H20C25N4O2OxS,H20C23Cx2N4O3S,H20C22Cx3N4O3S	-1,1
456	H25C23N4O2SCl,H25C22CxN4O2SCl,H25C23N4O2SxCl,H25C23N4O2SClx,H25C23N4OOxSCl,H25C21Cx2N4O2SCl,H25C20Cx3N4O2SCl	-1,1
456	H28C19N4O5S2,H28C18CxN4O5S2,H28C19N4O5SSx,H28C19N4O4OxS2,H28C17Cx2N4O5S2,H28C16Cx3N4O5S2	-1
456	H24C26N4O2S,H24C25CxN4O2S,H24C26N4O2Sx,H24C26N4OOxS,H24C24Cx2N4O2S,H24C23Cx3N4O2S	-1,1
456	H25C23N4O3FS,H25C22CxN4O3FS,H25C23N4O3FSx,H25C23N4O2OxFS,H25C21Cx2N4O3FS,H25C20Cx3N4O3FS	-1
456	H22C20N7O6,H22C19CxN7O6,H22C20N7O5Ox,H22C18Cx2N7O6,H22C17Cx3N7O6	-1
456	H24C27N2O5,H24C26CxN2O5,H24C27N2O4Ox,H24C25Cx2N2O5,H24C24Cx3N2O5	-1
456	H24C16N8O8,H24C15CxN8O8,H24C16N8O7Ox,H24C14Cx2N8O8,H24C13Cx3N8O8	-1
456	H24C25N6OS,H24C24CxN6OS,H24C25N6OSx,H24C23Cx2N6OS,H24C22Cx3N6OS	-1,1
456	H29C24N4OSCl,H29C23CxN4OSCl,H29C24N4OSxCl,H29C24N4OSClx,H29C22Cx2N4OSCl,H29C21Cx3N4OSCl	-1,1
456	H23C24N4O2F3,H23C23CxN4O2F3,H23C24N4OOxF3,H23C22Cx2N4O2F3,H23C21Cx3N4O2F3	-1,1
456	H28C23N4O4S,H28C22CxN4O4S,H28C23N4O4Sx,H28C23N4O3OxS,H28C21Cx2N4O4S,H28C20Cx3N4O4S	-1
456	H32C18O13,H32C17CxO13,H32C18O12Ox,H32C16Cx2O13,H32C15Cx3O13	-1
456	H27C27O3F3,H27C26CxO3F3,H27C27O2OxF3,H27C25Cx2O3F3,H27C24Cx3O3F3	-1,1
456	H32C21N2O7S,H32C20CxN2O7S,H32C21N2O7Sx,H32C21N2O6OxS,H32C19Cx2N2O7S,H32C18Cx3N2O7S	-1,1
456	H28C22N6O3S,H28C21CxN6O3S,H28C22N6O3Sx,H28C22N6O2OxS,H28C20Cx2N6O3S,H28C19Cx3N6O3S	-1
456	H25C27N4O2F,H25C26CxN4O2F,H25C27N4OOxF,H25C25Cx2N4O2F,H25C24Cx3N4O2F	1
456	H30C26N2O2FCl,H30C25CxN2O2FCl,H30C26N2O2FClx,H30C26N2OOxFCl,H30C24Cx2N2O2FCl,H30C23Cx3N2O2FCl	-1,1
456	H44O24Si,H44O23OxSi	-1
456	H23C22N8F3,H23C21CxN8F3,H23C20Cx2N8F3,H23C19Cx3N8F3	-1,1
456	H28C23N4O6,H28C22CxN4O6,H28C23N4O5Ox,H28C21Cx2N4O6,H28C20Cx3N4O6	-1
456	H32C25N2O4S,H32C24CxN2O4S,H32C25N2O4Sx,H32C25N2O3OxS,H32C23Cx2N2O4S,H32C22Cx3N2O4S	1
456	H37C19O10P,H37C18CxO10P,H37C19O9OxP,H37C17Cx2O10P,H37C16Cx3O10P	-1,1
456	H32C25N2O6,H32C24CxN2O6,H32C25N2O5Ox,H32C23Cx2N2O6,H32C22Cx3N2O6	1
456	H28C26N6O2,H28C25CxN6O2,H28C26N6OOx,H28C24Cx2N6O2,H28C23Cx3N6O2	1
456	H44C5O22,H44C4CxO22,H44C5O21Ox,H44C3Cx2O22,H44C2Cx3O22	-1,1
456	H32C24N4O5,H32C23CxN4O5,H32C24N4O4Ox,H32C22Cx2N4O5,H32C21Cx3N4O5	-1,1
456	H42C20O7P2,H42C19CxO7P2,H42C20O6OxP2,H42C18Cx2O7P2,H42C17Cx3O7P2	-1
456	H32C23N6O4,H32C22CxN6O4,H32C23N6O3Ox,H32C21Cx2N6O4,H32C20Cx3N6O4	-1,1
456	H41C20O9P,H41C19CxO9P,H41C20O8OxP,H41C18Cx2O9P,H41C17Cx3O9P	-1,1
456	H36C27O6,H36C26CxO6,H36C27O5Ox,H36C25Cx2O6,H36C24Cx3O6	1
456	H40C24O6S,H40C23CxO6S,H40C24O6Sx,H40C24O5OxS,H40C22Cx2O6S,H40C21Cx3O6S	-1
456	H36C26N2O5,H36C25CxN2O5,H36C26N2O4Ox,H36C24Cx2N2O5,H36C23Cx3N2O5	1
